revenue_growth,profit_margin,debt_to_equity,pe_ratio,volatility,market_cap,interest_rate,inflation_rate,sector_score,previous_return,future_return
12.483570765056164,20.396132619516013,1.195634276076381,14.6532292481278,0.3675506124162742,92.0941806178914,3.407927092158399,2.0277130374919774,5,7.833189476559193,8.838461974106139
9.308678494144077,17.547802097476612,0.44522165710853145,20.39498401864479,0.4194623121426546,57.98521080490577,2.9349106352576584,1.5306133617992588,9,12.299750848811883,10.003122655234593
13.238442690503462,12.357782219521045,1.0674051747328546,25.683707590636452,0.47310117562412535,92.81345127068148,3.636505358747193,2.043027970057248,6,1.0290667429407794,1.6187527002116209
17.61514928204013,8.118379333766557,0.5441958173408926,11.01726673936035,0.10805513957971594,127.81625560130927,2.462679981226816,2.26145731582638,5,1.936777792784552,5.410359322124763
8.82923312638332,16.18933988168154,2.078117462020289,20.77537986019427,0.1615134822052865,284.035179539918,3.4540216086978672,1.6246402590098967,3,-2.6771497985690313,2.1902500711977613
8.829315215254097,14.360912312530498,2.3849136571218357,19.121192728577007,0.45446851762239726,190.90529673887377,3.5080126411475803,1.540244516951101,5,4.254205291181117,5.456888383964367
17.896064077536955,17.37115932016639,0.4590962455674649,11.16973329229039,0.2834074248748062,253.79265999122944,3.8973001914726058,2.473831367508458,8,13.652161721894082,14.093250291181269
13.837173645764544,15.811030810091818,2.401253456041743,21.72796668163761,0.3258362555733854,218.89842019945303,3.9868111247139235,1.8164721081486246,2,6.397064057632653,5.884195245844753
7.652628070325239,18.29731629191601,1.4496685185408396,14.020089192936975,0.36521088148925895,51.50087654745689,3.248215190546141,2.3407843537831465,5,0.2993755217260716,2.837846478839659
12.712800217929823,8.788588730636592,0.9590444914985226,18.732355007968273,0.371626641798255,226.05771378470567,3.4246929926850336,1.9538007004406506,6,4.571606277124765,4.734784886492258
7.682911535937689,19.904364393805956,0.46909656560755975,9.80999113409536,0.4726961613266033,97.02768683655484,3.1169395846946646,1.9514135549176017,8,-0.4393085174531146,6.270896516805852
7.671351232148716,13.185597628154397,1.4013733897549194,18.11084925869971,0.49877976696466786,198.95019715851777,2.935968722596153,2.1315238098489937,8,1.3740694913441915,1.8068115150976332
11.209811357830171,24.451565235751595,2.047934197879647,14.742196296942048,0.3880629843723761,115.46935262003679,3.6549473896903173,1.7348003429760679,5,8.944094551318567,7.447806064278394
0.4335987767110101,7.864873091462593,1.855590249986736,26.092386646077795,0.21488848368206034,299.3482337141046,2.8632072257017005,2.039749143048694,9,1.130633368469856,-1.2508847695203513
1.3754108374348366,22.415782818991495,0.4104972252207423,9.253531993942103,0.45190096091773746,93.79441425909779,3.2926865497140683,1.8855531755527721,4,12.563171526016509,7.945477829897676
7.188562353795136,13.187464700775887,0.46038403780938775,17.20936004820326,0.11968836581630465,98.1565318167955,3.002413020050381,1.6038519669784905,9,6.64439854584832,6.430306717853951
4.935844398327881,8.09149197831331,1.1863212217918018,18.085491330891635,0.19243234114979849,280.58823155747154,3.77484159314513,2.1012446224179198,7,7.427973519722627,4.1833408291324545
11.57123666297637,9.096684995674071,0.9496390869054752,23.950133678580613,0.458954286985486,26.90043329817035,4.400715049633244,1.921007657936625,6,5.608135161960529,-0.4228961316037636
5.459879622393945,10.07791615083408,0.8112455107233052,20.634326651984644,0.202476605775742,215.07291660449513,2.849206008598334,1.9528925514665876,4,10.864239192718616,6.332065250103216
